source,bolum,soru,secenekler,cevap,cevap_idx
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Aynı bölgede yaşayan esnaf ve zanaatkarların örgütlendiği ve Orta Çağ’ın üretim, işgücü yapısının temelini oluşturan meslek organizasyonu aşağıdakilerden hangisidir?","['Lonca', 'Vakıf', 'Dernek', 'Kooperatif', 'Atölye']",A,0
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi iletişimin temel işlevlerinden biri değildir?,"['İlişki kurmak', 'Haber vermek', 'Bilgi vermek', 'Tutum ve davranış değişikliği yaratmak', 'Hiyerarşi oluşturmak']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Hokand Hanlığı’nda hükümdarlar “han”, devlet de “hanlık” olarak adlandırılmaya başlaması hangi hükümdar zamanında gerçekleşmiştir?","['Hacim Han', 'Sübhan Kulu Han', 'ilbars Han', 'II. Abdullah Han', 'Âlim Han']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,En eski ve en cok kullanılan ücretlendirme yöntemi aşağıdakilerden hangisidir?,"['Miktar esasına dayalı', 'Zaman esasına dayalı', 'Verimlilik esasına dayalı', 'Bireye esasına dayalı', 'Toplum esasına dayalı']",B,1
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Tekelci kapitalizmde talep, kitle iletişim araçları ile yönlendirilir. Kitle iletişim araçları bunun için keşfedilmiştir. Bu araçların temel ürünü ileti değil, reklamcılara satılan izleyicidir. 
Yukarıdaki paragrafta görüşleri ifade edilen eleştirel ekonomi politikçi düşünür aşağıdakilerden hangisidir?","['Herbert Schiller', 'John Fiske', 'Dallas Smythe', 'Edward S. Herman', 'Noam Chomsky']",C,2
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Türk kelimesini aynı soydan gelen ve aynı dili konuşan toplulukların genel adı olarak ilk defa kullanan devlet aşağıdakilerden hangisidir?,"['Türgişler', 'Hazarlar', 'Uygurlar', 'Avarlar', 'Göktürkler']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,'Hükümet Üzerine İki Deneme” isimli eseri ile Amerikan Bağımsızlık Bildirgesi’ne ilham kaynağı olan yazar aşağıdakilerden hangisidir?,"['Benjamin Franklin', 'Thomas Jefferson', 'George Washington', 'J.J. Russeau', 'John Locke']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,1455-1485 yılları arasında İngiltere'de yaşanan iç savaşa ne ad verilir?,"['İtalya Savaşları', 'Yüzyıl Savaşları', 'Güller Savaşı', 'Valois-Hasburg Savaşları', 'Hasting Savaşı']",C,2
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi kurumsal davranışı yönlendiren unsurlardan biri değildir?,"['Ücret ve ödüllerin performansa koşut olarak dağıtılması', 'iş ortamlarının bağımsızlığa, çeşitliliğe ve yeteneklerinin kullanılabilmesine olanak tanıyan biçimde olması', 'Performansın ölçülmesi ve adil bir biçimde dağıtılması', 'Bireylerin yükselmelerine olanak sağlanması', 'Performans ölçümlemede öznel kriterlerin kullanılması']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi tedarik zincirinin amaçlarından biridir?,"['İş olanağı sağlamak', 'Yöneticilere yardım etmek', 'Ekonomiyi canlandırmak', 'Çalışanları bilgilendirmek', 'Mal ve hizmetlerden daha yüksek katma değer sağlamak']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Kazan Hanlığı’nın yıkılmasından sonra İdil boyu Tatarlarından Hıristiyan olanlara ne ad verilir?,"['Martolos', 'Cerahor', 'Mücerret', 'Kreşin', 'Lakta']",D,3
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi tarımsal üretimin diğer sektörlere göre kârlılık yönünden bazı dezavantajlara sahip olmasının nedenlerinden birisidir?,"['Risk ve belirsizliklerin düşük olması', 'Tarımsal ürünlerin arz ve talebinin esnekliğinin düşük olması', 'Sermaye dönüşüm hızının yüksek olması', 'Tarımsal üretimin büyük ölçüde teknolojiye bağlı olması', 'Tarımsal üretimde verimliliğin yüksek olması']",B,1
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi liderin kurum içinde çalışanları etkilemek için kullandığı güç kaynaklarından birisi değildir?,"['Zorlayıcı güç', 'Benzetim ve karizmatik güç', 'Yasal güç', 'Destekleyici güç', 'Uzmanlık gücü']",D,3
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Birinci Dünya Savaşı’ndan önce Fransa’dan getirilen Hava Yüzbaşı Dogois’in müdürlüğüne atandığı kurum aşağıdakilerden hangisidir?,"['Duyun-u Umumiye Teşkilatı', 'Mühedishane-i Berr-i Hümayun', 'Ayastefanos (Yeşilköy) Tayyare Mektebi', 'Sanayi-i Nefise Mektebi', 'Dar’ül Şûra-ı Askeri']",C,2
tr_mmlu,Halkla İlişkiler ve Reklamcılık,2010 TÜİK verilerine göre Türkiye’de en fazla traktöre sahip il aşağıdakilerden hangisidir?,"['Afyon', 'Konya', 'Adana', 'Manisa', 'Samsun']",D,3
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Bir öğrenciye yeni alınan bir bilgisayarın, bu bilgisayarın öğrenci için ne işlev göreceğini göz ardı ederek sadece olumlu sonuçlara neden olacağını düşünen bir kişiyi nasıl tanımlarız?","['Teknofobik', 'Teknolojik', 'Etimolojik', 'Enformasyonel', 'Teknofilik']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Romanya’daki Türk nüfusun ağırlıklı olarak yaşadığı bölge aşağıdakilerden hangisidir?,"['Ara d', 'Timis', 'Erdel', 'Satu Mare', 'Dobruca']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi kurum kimliğini oluşturan ve uygulamada dikkate alınması gereken dört temel unsurdan biri değildir?,"['Kurum felsefesi', 'Kurumsal iletişim', 'Kurumsal ahlak', 'Kurumsal dizayn', 'Kurumsal davranış']",C,2
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aynı işi yapmayı amaçlayan kişilerin birbirleri ile uyumlu ve heyecanlı halde çalışmasını ifade eden kavram aşağıdakilerden hangisidir?,"['Sinerji', 'Kolektiflik', 'Çoğulculuk', 'Örgütsel bağlılık', 'Kurum kültürü ']",A,0
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Osmanlı taşrasında görev yapan beylerbeyi, sancakbeyi ve valilerin, İstanbul’da hükümet nezdindeki işlerini takip etmeye yetkili kişiler için kullanılan terim aşağıdakilerden hangisidir?","['Subaşı', 'Muhtesip', 'Şehremini', 'Kapıkethüdası', 'Cebecibaşı']",D,3
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangi kavramla maliyet davranışının değişmediği durum ilişkilendirilebilir?,"['Artan Verimlilik', 'Azalan Verimlilik', 'Geçerli Faaliyet Alanı', 'Değişken Maliyet', 'Karma Maliyet']",C,2
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Vergilerle mali kaynak sağlama yöntemi için aşağıdaki ifadelerden hangisi doğrudur?,"['Kişiler hiçbir şekilde cepten ödeme yapmazlar.', 'Vergilerle toplanan mali kaynak sadece gelir vergilerinden elde edilir.', 'Az vergi ödeyen kişiler, sağlık hizmetlerinden daha az yararlanırlar.', 'Yoksullar sağlık hizmetlerinden hiçbir şekilde yararlanamazlar.', 'Ödedikleri vergi miktarına bakılmaksızın, belirli ko- şullar dahilinde, kişiler ihtiyaç duydukları sağlık hizmetlerini alırlar.']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"“Kurumsal itibar, kurumun hareket sahasını genişleterek zor zamanlarda güçlüklerin üstesinden gelmesi için zaman kazandırmaktadır.” ifadesiyle kurumsal itibarın hangi faydasından bahsedilmektedir?","['Rahat bir etkinlik alanı yaratmak', 'Moral ve bağlılığı kuvvetlendirmek', 'Riski düşürmek', 'Satışları yükseltmek', 'istikrarı sağlamak']",A,0
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Firmanın logosu, yazı karakteri, kurum renkleri gibi unsurlar aşağıdaki kurumsal faktörlerden hangisinin kapsamında değerlendirilir?","['Kurumsal davranış', 'Kurumsal prestij', 'Kurumsal değer', 'Kurumsal imaj', 'Kurumsal görünüm ']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Ebu’l Hayr Han’ın 1457 yılında otoritesinin sarsılmasına neden olan olay aşağıdakilerden hangisidir?,"['Oğuzların merkezi Yeni-kent olan bir devlet kurması', 'Kalmukların (Oyratlar) Doğu Deşt-i Kıpçak’a gelmesi', 'Togan-Temür’ün Pekin’i terk ederek Moğolistan’a gelmesi', 'Argun Han’ın hükümdarlığının büyük han Kubilay Kağan tarafından tasdik edilmesi', 'Ülkenin siyasi merkezinin Yedisu bölgesinden Mâverâünnehir’e kayması']",B,1
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi depolarda yaşanan iş kazalarının başlıca sebeplerinden biri değildir?,"['İncinmelere neden olan tekrarlı hareketler', 'Stok tutma birimlerinde lekelenme', 'İstifleme araçlarının güvensiz kullanımı', 'Personel koruyucu ekipmanlarının yanlış kullanımı', 'Yangın güvenlik tedbirlerinin gereken şekilde alınmaması ']",B,1
tr_mmlu,Halkla İlişkiler ve Reklamcılık,1246 yılında toplanan Moğol kurultayında Ögedey tarafından veliaht tayin edilen Şiremün’ün yerine Güyük’ün “büyük han” seçilmesinde etkili olan kişi aşağıdakilerden hangisidir?,"['Külüg Bağa', 'Hüseyin Baykara', 'Terken Hatun', 'Töregene Hatun', 'Tuda Mengü']",D,3
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Halkla ilişkiler alanında cok önemli gelişmelerin yaşandığı ve halkla ilişkilerin bir meslek olarak anılmaya başlandığı gelişim dönemi aşağıdakilerden hangisidir?,"['Kükreyen Yirmiler', 'ikinci Dünya Savaşı', 'Savaş Sonrası', 'Küresel Enformasyon Çağı', 'Birinci Dünya Savaşı']",A,0
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdaki oluşumlardan hangisi Fergana Vadisi’nde İslam Kerimov’un Özbekistan’daki İslami muhalefete uyguladığı baskıcı politikalara bir tepki olarak oluşmuştur?,"['Özbekistan islami Hareketi', 'Yeşil Kuşak Hareketi', 'Yeni Büyük Oyun', 'Özbekistan Kurtuluş Örgütü', 'Şanghay işbirliği Örgütü ']",A,0
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Tüketicilerin ürün hizmetle ilgili detaylı bilgiye ihtiyaç duyduğu durumlarda aşağıdaki reklam ortamlarından hangisi daha uygundur?,"['Yayılı reklam ortamları', 'Basılı reklam ortamları', 'Yayın yapan reklam ortamları', 'İşitsel reklam ortamları', 'Basılı olmayan reklam ortamları']",B,1
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Kamuoyu kavramındaki bileşenlerden biri olan oy kavramı neyi ifade eder?,"['Yönetişim', 'iletişim', 'Akıl yürütme', 'Kanaat', 'Davranış']",D,3
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi Türkiye’de kamusal halkla ilişkiler konusunda ortaya çıkan sorunlardan biri değildir?,"['Maliyeti artırması nedeniyle kârlı bir alan olarak görülmemesi', 'Halkın kamu kurulularının çalışmalarından habersiz oluşu', 'Kamu kurulularının halkın isteklerinden habersiz oluşu', 'Kamu kurumlarında halkla ilişkilerin değerinin yeterince anlaşılamaması', 'Halkın kamu kurumlarına yanlış müracaat etmesi']",A,0
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Golding’e ve Murdock’a göre insanlık yeni dünyaya doğru bir değişim içindedir. Bu değişim temelde, üretim, siyaset ve söylemin örgütlenme biçiminde gerçekleşir. Kitle iletişim araçlarının buradaki işlevi nedir?","['insanları eğitmek ve eğlendirmek', 'Kültür endüstrisinin tek tipleştirme projesini hayata geçirmek', 'Kitlenin zihinlerini Amerikan yaşam biçimi doğrultusunda yönlendirmek', 'Kapitalist düzenin işlev görebilmesi ve yeniden üretilebilmesi için enformasyon ve imgelemi dolaşıma sokmak', 'Kültürün var olan örgütlenme biçimleri içindeki yerini pekiştirmek']",D,3
tr_mmlu,Halkla İlişkiler ve Reklamcılık,İktidara gelmek amacıyla örgütlenmiş ve genellikle belirli bir ideolojik uyuma sahip örgütlere ne ad verilir?,"['Baskı grubu', 'Sivil toplum kuruluşu', 'Bürokrasi', 'Kamuoyu', 'Siyasal parti']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi Avrupa Birliği’nin Balkanlar’a yönelik öncelikli stratejilerinden biri değildir?,"['Bölgesel ulaşım ağlarının geliştirilmesi', 'Çoğulcu demokrasi yapılarının kurulması', 'Yoksulluk ve savaştan kaynaklanan göçün azaltılması', 'Azınlık haklarının korunması', 'Etnik çatışmaların kontrol altına alınması ']",A,0
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Türkiye’de kooperatifçilik hareketinin ilk örneği aşağıdakilerden hangisidir?,"['Batıkent Konut Kooperatifi', 'Esnaf Kefalet Sandıkları', 'Teavün Sandıkları', 'Ankara Konut Kooperatifi', 'Memleket Sandıkları']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi kurumsal marka kimliğini meydana getiren unsurlardan biri değildir?,"['Kurumsal davranış', 'Kurumsal tasarım', 'Kurum felsefesi', 'Kurumsal iletişim', 'Kurumsal sosyal sorumluluk']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Bizans İmparatoru
III. Leon (717-741) zamanında Güney Kafkasya’ya girerek Hazar Denizi bozkırlarına kadar sokulan Araplara karşı Bizans’ın en güvenilir müttefiki durumundaki devlet aşağıdakilerden hangisidir?","['Uygur Devleti', 'Ak Hun Devleti', 'Hazar Devleti', 'Babür Devleti', 'Altın Ordu Devleti']",C,2
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"I. Emek
II. Sermaye
III. Toprağın bolluğu
IV. Nispi faktör fiyatları Yukarıda verilenlerden hangisi ya da hangileri tarımsal üretimde üretim tekniği seçimini belirleyen unsurlardandır?","['Yalnız I', 'I ve II', 'I,II ve III', 'I ve IV', 'I, II, III ve IV']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi kurumiçi halkla ilişkilerde tek yönlü iletişim sağlayan araç ve ortamların özelliklerinden değildir?,"['Mesajın kaynaktan alıcıya doğru iletilmesidir.', 'Etkileşim amaçlanmakta olup, karşılıklılık önemsenmektedir.', 'Temel amaç iletmektir.', 'Geribildirim beklenmemektedir.', 'İç hedef kitleye sadece belirlenen mesajın iletilmesi planlanmıştır.']",B,1
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Aşağıdaki siyasi ideolojilerden hangisi devleti bir gece bekçisi gibi görmüş ve yaşamın sosyal, ekonomik, siyasal her alanından devleti çekmeyi savunmuştur?","['Faşizm', 'Klasik liberalizm', 'Sosyal liberalizm', 'Muhafazakârlık', 'Liberteryen düşünce']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,VIII.-IX. yüzyıllarda hâkimiyet sahasını batı ve kuzey yönünde genişleterek Doğu Avrupa’nın en büyük devleti haline gelen Türk devleti aşağıdakilerden hangisidir?,"['Hazarlar', 'Babürlüler', 'Uygurlar', 'Eyyûbiler', 'Memlükler']",A,0
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Aşağıdakilerden hangisinin
II. Dünya Savaşı’ndan sonra tarımda teknolojik yenilikler ve makineleşmenin hızlanmasında önemli bir rolü vardır?","['Eisenhower doktrini', 'Truman doktrini', 'Johnson doktrini', 'Marshall yardım planı', 'Balkan paktı']",D,3
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi Rakip Değerler Çerçevesi içerisinde yer alan Klan Kültürü için doğrudur?,"['İstikrarlı, rekabetçi ve sonuç kökenlidir.', 'Dışa odaklanma söz konusudur.', 'Ürün ve hizmetler tekdüze olarak ele alınabilir.', 'Esnek, yenilikçi, dinamik ve girişimci kurumlarda görülür.', 'İçe odaklanmayı ve esnek olmayı; işbirlikçi, arkadaş ve aile canlısı olmayı yansıtır.']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,BTK verilerine göre Türkiye nüfusunun (0-9 yaş hariç) cep telefonu kullanım oranı aşağıdakilerdin hangisidir?,"['% 100', '% 90', '% 80', '% 70', '% 60']",A,0
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi İber  Yarımadası’ndaki Hıristiyan krallıklardan biri değildir?,"['Leon Krallığı', 'Sicilya Krallığı', 'Aragon Krallığı', 'Portekiz Krallığı', 'Navarra Krallığı']",B,1
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Dönem sonu mamul stokları 1.500br, üretim miktarı 10.000 br ve satış miktarı 13.000br olan bir işletmede dönembaşı mamul miktarı aşağıdakilerden hangisidir?","['4.500br', '5.000br', '5.500br', '6.000br', '6.500br']",A,0
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Uygur Kağanlığı hükümdarlarından Bögü Kağan ile ilgili aşağıdaki ifadelerden hangisi yanlıştır?,"['Kırgızları mağlup etmiştir.', 'Çin başkenti Luoyang’ı Tibetlilerin elinden kurtarmıştır.', 'Tun Bağa Tarkan tarafından öldürülmüştür.', 'Maniciliği resmî din olarak kabul etmiştir.', 'Tuvalıların Aldan Maadır olarak bilinen “60 Bahadır” isyanını bastırmıştır.']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Bir kurumun ürün ya da hizmetlerini belirlemeye, tanımlamaya ve rakiplerin ürün ya da hizmetlerinden farklılaştırmaya, ayırt etmeye yarayan; isim, terim, işaret, sembol, dizayn, şekil ya da tüm bunların bileşimi olarak tanımlanan kavram aşağıdakilerden hangisidir?","['imaj', 'Marka', 'Kurum', 'Tasarım', 'iletişim']",B,1
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi halkla ilişkiler mesajlarının medyada yayınlatılma şansı bulması için dikkat edilecek özelliklerden biri değildir?,"['Medya kuruluşu ile ilişkinin güçlü olmasına', 'Medyadaki gündem yoğunluğuna', 'Uygun bütçe ayrılmasına', 'Mesajın tam yapılandırılmasına', 'Doğru zamanlamaya']",C,2
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Dünyada, en kapsamlı mikrokredi uygulamasının görüldüğü ülke aşağıdakilerden hangisidir?","['Bangladeş', 'Hindistan', 'Çin', 'Türkiye', 'Malezya']",A,0
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi ilişkisel saldırganlık davranışına bir örnektir?,"['Kitaplara zarar vermek', 'Sıralara zarar vermek', 'Alay etmek', 'istediğini elde etmek için vurmak', 'Sınıftaki materyalleri fırlatmak']",C,2
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Bir işletmeden düzenli aralıklarla alışveriş eden kimselere ne ad verilir?,"['Aracı', 'Tüketici', 'Toptancı', 'Müşteri', 'Tedarikçi ']",D,3
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Sosyal sağlık sigortası ile mali kaynak toplama yöntemi için aşağıdaki ifadelerden hangisi yanlıştır?,"['Hakkaniyet sorununun en fazla olduğu mali kaynaktır.', 'İnformal sektörde çalışanların fazla olduğu ülkelerde etkili değildir çünkü işverenden ve çalışandan prim toplanamaz.', 'Prim miktarlarının yüksek olması ekonomik açıdan ciddi olumsuz etkiler yaratabilir.', 'Sosyal dayanışma ilkesine dayanır.', 'Bu yöntem diğer mali kaynak toplama yöntemleriyle birlikte kullanılır.']",A,0
tr_mmlu,Halkla İlişkiler ve Reklamcılık,"Türkiye’nin, Uluslararası Çalışma Örgütü’ne üye olma süreci aşağıdakilerden hangisinde doğru verilmiştir?","['Üye olmak için müracaat etmiş ve Uluslararası Çalışma Konferansı’nda yapılan oylama ile üye kabul edilmiştir.', 'Üye olmak için müracaat etmemesine karşın ILO tarafından üye ilan edilmiştir.', '1927 yılından itibaren gözlemci statüsü kabul edilmiş ve on yıl sonrasında kendiliğinden ILO üyeliğini kazanmıştır.', 'Versay Barış anlaşmasının tarafı olarak kendiliğinden ILO üyeliğini kazanmıştır.', 'Milletler Cemiyeti’ne üye olmuş, Cemiyetin statüsü gereği kendiliğinden ILO üyeliğini de kazanmıştır.']",E,4
tr_mmlu,Halkla İlişkiler ve Reklamcılık,Aşağıdakilerden hangisi işletme-müşteri ilişkisinde yaşanan değişimlerden biridir?,"['Fiyatların yükselmesi', 'Döviz kurlarındaki yükselme', 'Dünya savaşları', 'Enflasyon', 'Yeni kalite konseptleri ']",E,4
tr_mmlu,Halkla İlişkiler ve Tanıtım,Müslüman olan Türkler tarafından kurulan ilk bağımsız devlet aşağıdakilerden hangisidir?,"['Abbasi Devleti', 'Emevi Devleti', 'Tolunoğulları Devleti', 'Osmanlı Devleti', 'Karmati Devleti']",C,2
tr_mmlu,Halkla İlişkiler ve Tanıtım,"Aşağıdakilerden hangisi, İslam dini açısından iyi bir insanda bulunması gereken özelliklerden biri değildir?","['Bencil olmaması', 'Elinden, dilinden kimseye zarar gelmemesi', 'Emaneti ehline vermesi', 'Hiç ölmeyecek gibi sadece dünya için çalışması', 'Kendisi için istediğini, başkası için de istemesi']",D,3
tr_mmlu,Halkla İlişkiler ve Tanıtım,Aşağıdakilerden hangisi gıda maddelerinde gerçekleştirilen yüksek sıcaklık uygulamala işlemlerinden biri değildir?,"['Konserve üretimi', 'Ultrafikasyon', 'Pastörizasyon', 'Sterilizasyon', 'Haşlama']",B,1
tr_mmlu,Halkla İlişkiler ve Tanıtım,Aşağıdakilerden hangisi hava yolu endüstrisinde arza ilişkin belirleyicilerden biridir?,"['Uçuşta sağlanan kolaylıklar', 'Emniyet', 'Müşteri sadakati', 'Kamu düzenlemeleri', 'Uçuş sıklığı']",D,3
tr_mmlu,Halkla İlişkiler ve Tanıtım,Aşağıdakilerden hangisi basın fotoğrafçılığının genel sınırlılarından biri değildir?,"['Tekrar şansı olmaması', 'Kalabalık çalışma ortamı', 'Zaman sınırı', 'Mekân sınırı', 'Ulaşım']",E,4
tr_mmlu,Halkla İlişkiler ve Tanıtım,Aşağıdakilerden hangisi nicel araştırma yöntemlerinden biri değildir?,"['Posta anketi', 'Odak grup çalışması', 'Internet anketi', 'Deney', 'Yüz yüze anket']",B,1
tr_mmlu,Halkla İlişkiler ve Tanıtım,Ceza hukuku kurallarının zaman bakımından uygulanması ile ilgili aşağıdaki ifadelerden hangisi yanlıştır?,"['Suçun işlendiği zaman yürürlükte bulunan kanun ile sonradan yürürlüğe giren kanun hükümleri farklı ise failin lehine olan kanun uygulanır.', 'Zaman bakımından uygulanma kuralı, güvenlik tedbirleri için de geçerlidir.', 'Geçici ve süreli kanunların yürürlükte bulundukları süre içinde işlenmiş olan suçlar hakkında uygulanmasına devam edilir.', 'Lehe kanun uygulanmasında önceki ve sonraki kanunların lehe olan hükümleri karma şekilde somut olaya uygulanır.', 'Hapis cezasının ertelenmesi, koşullu salıverme ve tekerrürle ilgili hükümler hariç; infaz rejimine ait hükümler derhal uygulanır.']",D,3
tr_mmlu,Halkla İlişkiler ve Tanıtım,"Aşağıdakilerden hangisi, Çanakkale Boğazları ve çevresinin savaştan sonra Rusya’ya verilmesini öngören gizli anlaşmadır?","['Londra', 'Mc Maho', 'İstanbul', 'Balfor', 'Yalta']",C,2
tr_mmlu,Halkla İlişkiler ve Tanıtım,Aşağıdaki konnektör tiplerinden hangisi AES ses sinyalinin taşınmasında da kullanılabilir?,"['XLR', 'RCA', '3,5mmjak', 'Toslink', '6,5mmjak']",A,0
tr_mmlu,Halkla İlişkiler ve Tanıtım,"Taze, farklı, denenmemis reklam mesajları üretmek, yaratıcı kavramlar geliştirmek amacıyla kurulan ajans türü aşağıdakilerden hangisidir?","['Ulusal ajans', 'Yaratıcı butikler', 'Haber ajansları', 'Mesaj fabrikası', 'Reklam çiftlikleri']",B,1
tr_mmlu,Halkla İlişkiler ve Tanıtım,Türk Devrimini anlamak ve açıklamak için Celal Nuri tarafından yazılan ilk eser aşağıdakilerden hangisidir?,"['Türk İnkılabı', 'Atatürkçülük', 'Atatürk İnkılabı', 'Yeni Devrim', 'Kemalizm']",A,0
tr_mmlu,Halkla İlişkiler ve Tanıtım,Aşağıdakilerden hangisi I. Dünya Savaşı sırasında imzalanan gizli anlaşmalardan biri değildir?,"['Londra Anlaşması', 'Mc Mahon Anlaşması', 'St. Jean de Maurienne Anlaşması', 'Locarno Anlaşması', 'Sykes-Picot Anlaşması']",D,3
tr_mmlu,Halkla İlişkiler ve Tanıtım,Aşağıdakilerden hangisi okul öncesi dönemdeki çocuklar için sanat eğitimi programı hazırlanmasında göz önüne alınması gereken durumlardan biridir?,"['Gelişim evrelerinin önemli olması', 'Perspektif kazanmalarının önemli olması', 'Çizgi ve renkleri kullanmalarının gerekmemesi', 'A z uygulama yaptırılması', 'Estetik duyarlılık kazandırılmasının beklenmemesi']",A,0
tr_mmlu,Halkla İlişkiler ve Tanıtım,Aşağıdakilerden hangisi kurum içi iletişimin etkisini belirleyen içsel faktörlerden biridir?,"['Pazardaki değişimler', 'Tüketici beklentilerindeki değişimler', 'Rakip faaliyetleri', 'Hükümet politikaları ve yasalar', 'Yönetim felsefesi']",E,4
tr_mmlu,Halkla İlişkiler ve Tanıtım,Radyo dalgaları vasıtasıyla kısa mesafede yüksek hızda veri aktarımı sağlayan kablosuz iletişim ağı aracılığıyla gönderilen reklamlara verilen ad aşağıdakilerden hangisidir?,"['EMS reklamları', 'Bluetooth reklamları', 'SMS reklamları', 'FRB reklamları', 'IVR reklamları']",B,1
tr_mmlu,Halkla İlişkiler ve Tanıtım,Aşağıdakilerden hangisi bütünleşik pazarlama iletişimini diğer iletişim biçimlerinden ayıran belirgin özelliklerden biridir?,"['Bireysellik', 'Post modern oluşu', 'Küresel oluşu', 'Sinerji', 'Veri tabanına dayanması']",D,3
tr_mmlu,Halkla İlişkiler ve Tanıtım,1 BA 1725 Y TH 30 AUG LONIST HK1 1130 1300 Yukarıdaki bilet bilgisine göre 1130 1300 rakamları aşağıdakilerden hangisini ifade eder?,"['NUC cinsinden ücret tutarını', 'Yerel saatle kalkış ve yerel saatle varışı', 'Uçuş sefer sayılarını', 'Check-in ve kalkış saatini', 'ORIDES arasındaki saat farkını']",B,1
tr_mmlu,Halkla İlişkiler ve Tanıtım,Nicel araştırmaların temelinde aşağıdaki felsefelerden hangisi yatar?,"['İdealizm', 'Metafizik düşünce', 'Post-pozitivizm', 'Pozitivizm', 'Rasyonalizm']",D,3
tr_mmlu,Halkla İlişkiler ve Tanıtım,"Ricardo’ya göre, ülkelerin yurtiçi üretim maliyetleri oranı aşağıdakilerden hangisini belirler?","['Karşılaştırmalı üstünlük oranlarını', 'Cari işlemler hesabını', 'Teklif eğrilerinin konumunu', 'Dış ticaret hadlerinin sınırlarını', 'Ülkelerin göreceli fiyatlarını']",D,3
