source,soru,cevap,category,qid,edited_cevap,label
ragturk,"Cheshire Kontluğu, İngiltere'nin hangi bölgesinde konumlanmıştır?",Kuzey-Batı İngiltere,FACTUAL,,,
ragturk,"Cheshire Kontluğu'nun coğrafi konumu ve jeolojik geçmişi, bölgenin peyzajını ve önemli sanayi dallarını nasıl şekillendirmiştir?","Cheshire Kontluğu, Kuzey-Batı İngiltere'de yer alır ve büyük ölçüde son buzul döneminde buzulların çekilmesiyle oluşan düz, killi ""Cheshire Ovası"" ile karakterizedir. Bu ova, buzulların geride bıraktığı çok sayıda su dolu ""mere"" içerir. Jeolojik yapısı itibarıyla bölgede Triassik dönemden kalma kumtaşı bulunur; bu taş, Angilikan Liverpool Katedrali ve Chester Katedrali gibi yapıların inşasında kullanılmıştır. Ayrıca, kontluğun doğu kısmındaki Yukarı Triassik dönemden kalma kaya tuzu tabakaları, Northwich kasabasında yüzyıllardır süregelen önemli bir kaya tuzu madenciliği sanayisinin gelişmesine zemin hazırlamıştır.",INTERPRETATION,,,
ragturk,Chialingosaurus hangi jeolog tarafından ve hangi yılda bulunmuştur?,"Chialingosaurus, jeolog Kuan tarafından 1957 yılında bulunmuştur.",FACTUAL,,,
ragturk,"Chialingosaurus'un yaklaşık 160 milyon yıl önce yaşamış en eski stegosaurlardan biri olmasına rağmen, kesin sınıflandırmasını ve diğer stegosaurların erken atası olabileceği yönündeki görüşü güçleştiren faktörler nelerdi?","Chialingosaurus'un fosil kalıntılarının çok eksik ve genç bir bireye ait olması, incelenen örneğin türünün belirsizliği, Chialingosaurus kuaninin bulunan tek iskelet parçası olması ve orijinal materyale 1978 yılında ""Chongqing Yerel Müzesi"" tarafından eklemeler yapılmış olması, onun kesin sınıflandırmasını ve erken atalık kanısını güçleştiren başlıca faktörlerdi.",INTERPRETATION,,,
ragturk,Viareggio ödülü 1994 yılında hangi eser için verildi?,Francesco e l'invenzione delle stimmate. Una storia per parole e immagini fino a Bonaventura e Giotto,FACTUAL,,,
ragturk,Chiara Frugoni'nin akademik uzmanlık alanı neydi ve ailesel geçmişi ile ilk akademik çalışması bu alandaki ilgisini nasıl şekillendirdi?,"Chiara Frugoni, Orta Çağ ve kiliseler tarihi konusunda uzmanlaşmış bir İtalyan tarihçiydi. Orta Çağ tarihçisi Arsenio Frugoni'nin kızı olması ve Roma Sapizenza Üniversitesi'ndeki mezuniyet tezinin ""İtalyan Orta Çağ geleneğinde Üç Hayat ve Üç Vefat"" başlıklı olması, onun bu alana olan derin ilgisini ve uzmanlığını pekiştiren ailesel ve akademik kökenleri yansıtmaktadır.",INTERPRETATION,,,
ragturk,Chicago Bulls ve Chicago Blackhawks takımlarının ev sahibi olduğu spor salonunun adı nedir?,United Center,FACTUAL,,,
ragturk,Chicago'nun tarihi ve kimliğini şekillendiren başlıca özellikleri nelerdir?,"Chicago, 1833'te kurularak ülkenin üçüncü büyük şehri olmuş ve 1885'te ilk gökdelene ev sahipliği yaparak mimari alanda tarihe geçmiştir. Mutfak kültürü, şehrin etnik ve işçi sınıfı köklerini yansıtan derin hamurlu pizza ve kendine özgü sosisli sandviç gibi bölgesel özelliklere sahiptir. Ayrıca, 1850'lerden beri ABD ve Dünya'daki en büyük eğitim merkezlerinden biri olarak öne çıkmış, Northwestern ve Chicago Üniversiteleri gibi önemli yüksek öğrenim kurumları ile Fermi ve Argonne Ulusal Laboratuvarları gibi araştırma merkezlerine ev sahipliği yapmaktadır.",INTERPRETATION,,,
ragturk,Chicago Bulls ne zaman kurulmuştur?,26 Ocak 1966 tarihinde.,FACTUAL,,,
ragturk,"Chicago Bulls'un 1990'lı yıllardaki dikkat çekici başarıları, özellikle 1995-96 sezonundaki rekor galibiyetleri, kulübün NBA tarihindeki en iyi kadrolardan biri olarak tanınmasını ve finansal değerini nasıl etkilemiştir?","Chicago Bulls'un 1990'lı yıllarda iki kez three-peat yaparak toplam 6 NBA şampiyonluğu kazanması ve 1995-96 normal sezonunda 72 galibiyet, 10 mağlubiyetle NBA tarihinde tek bir sezonda en çok galibiyet alan takım rekorunu kırması, 1996 kadrosunun NBA tarihinin en iyilerinden biri olarak kabul görmesini sağlamıştır. Bu olağanüstü saha içi başarılar, kulübün 2013 yılı itibarıyla 1 milyar dolarlık tahmini değeriyle NBA'in en değerli 3. kulübü haline gelmesinde de etkili olmuştur.",INTERPRETATION,,,
ragturk,Chicago usulü kalın hamurlu pizzayı Pizzeria Uno'da 1943'te kimin icat ettiği sıklıkla bildirilir?,Ike Sewell,FACTUAL,,,
ragturk,"Geleneksel Chicago usulü kalın hamurlu pizzayı diğer pizza türlerinden ayıran temel özellikleri nelerdir, özellikle hamuru, yapım şekli ve malzeme dizilişi açısından?","Geleneksel Chicago usulü kalın hamurlu pizza, genel olarak çok kalın ve turtaya benzeyen yapısıyla dikkat çekerken, hamurun kendisi ince ila orta kalınlıkta olabilir. Tipik bir kek veya turta tepsisine benzeyen demir veya yuvarlak çelik bir tavada pişirilir. Hamur, tavanın kenarlarına bastırılarak geniş miktarda peynir ve topak topak domates sosu gibi malzemeleri barındıracak bir kase şekli oluşturur. Kalın malzeme tabakası nedeniyle daha uzun pişirme süresi (genellikle 30-45 dakika) gerektiği için, üst tabakadaki peynir veya diğer sosların yanmasını önlemek amacıyla malzemeler genellikle ""baş aşağı"" bir sırayla dizilir.",INTERPRETATION,,,
ragturk,Choi Won-young'un oyuncu olarak ilk çıkışını yaptığı film hangisidir?,Sex Is Zero,FACTUAL,,,
ragturk,"Güney Koreli aktör Choi Won-young'un kariyeri boyunca üstlendiği rollerdeki değişim, oyuncu olma kararını nasıl takip etmiştir?","Güney Koreli aktör Choi Won-young, 20'li yaşlarının ortasında bir film izledikten sonra oyuncu olmaya karar verip seçmelere katılarak kariyerine başlamış ve başlangıçta çoğunlukla sıradan rollerde oynamıştır. Ancak, 2013'teki 'A Hundred Year Legacy' filminde Kim Chul-gyu adında yumuşak bir karakteri canlandırarak imajını değiştirmiş ve ün kazanmıştır. Bu dönüm noktasından sonra, 'Mad Dog'daki Joo Hyun-gi gibi kötü karakterlerden 'Hwarang'daki Kim Ahn-ji gibi şefkatli bir babaya kadar oldukça çeşitli rollerde yer alarak kariyerindeki rol seçimlerinde önemli bir değişim ve gelişim göstermiştir.",INTERPRETATION,,,
ragturk,Hangi dizide ilk başrolünü aldı?,Unknown Woman,FACTUAL,,,
ragturk,"Choi Yoon-so'nun ""Unknown Woman"" dizisindeki Goo Hae-joo rolü, hem nasıl dikkat çekmesini sağladı hem de izleyiciler arasında nasıl bir kafa karışıklığına yol açtı?","Choi Yoon-so, günlük dram dizisi ""Unknown Woman""da kötü ve acımasız Goo Hae-joo karakterini canlandırmasıyla dikkat çekti ve bu rol onun ilk başrolüydü. Ancak, aynı zamanda ""The Lady in Dignity"" dizisindeki Heo Jin-hee rolüyle eşzamanlı yayın dönemlerinin çakışması ve iki karakterin taban tabana zıt olması nedeniyle, aynı anda her iki diziyi izleyen izleyiciler arasında kafa karışıklığına yol açtı.",INTERPRETATION,,,
ragturk,"Chorioactis mantarı, Amerika Birleşik Devletleri'nde hangi adlarla bilinir?",Şeytan purosu ya da Texas yıldızı.,FACTUAL,,,
ragturk,"Chorioactis geaster'ın farklı bölgelerdeki keşifleri ve onu takiben yapılan çalışmalar, mantarın sınıflandırma geçmişini nasıl şekillendirdi?","Chorioactis geaster, ilk olarak 1893'te Teksas'ta Urnula geaster adıyla keşfedildi ve daha sonra 1937'de Japonya'da bulundu. Orijinal keşfinden birkaç yıl sonra yeni bir cins olarak Chorioactis adıyla önerilse de, 1968'e kadar geçerli kabul edilmedi. Spor kesesindeki (ascus) mikroskobik tutarsızlıklar nedeniyle sınıflandırması başlangıçta Sarcosomataceae ailesi içinde tartışmalıydı. Geçtiğimiz on yılda yapılan filogenetik analizler, mantarı 2008 yılında diğer üç cinsle birlikte Chorioactidaceae ailesi altına yerleştirerek sınıflandırmasını netleştirdi.",INTERPRETATION,,,
ragturk,Chris Hunt'ın editörlüğü sırasında Match dergisi ne gibi bir başarı elde etti?,Britanya'nın en çok satılan spor dergisi oldu.,FACTUAL,,,
ragturk,Chris Hunt'ın futbol dünya kupası temalı kitaplarından 'World Cup Stories' ve 'The Compact Book Of The World Cup' başlıkları altında yayımlanan eserlerin baskıları ve yayınevleri hakkında metinlerde verilen bilgiler nelerdir?,"Chris Hunt'ın 'World Cup Stories: The History Of The FIFA World Cup' adlı kitabının ilk baskısı Nisan 2006'da BBC'de yayımlanan bir diziyle aynı isimde çıkmış, güncellenmiş ikinci baskısı ise Kasım 2006'da görülmüştür. Bibliyografiye göre, 'World Cup Stories: The History Of The FIFA World Cup'ın ilk baskısı (2006) ve 'World Cup Stories: The History Of The World Cup'ın güncellenmiş ikinci baskısı (2006) Interact tarafından yayımlanmıştır. İkinci kitabı 'The Compact Book Of The World Cup' ise 2010'da Birleşik Krallık ve ABD'de yayımlanmıştır. Bu kitabın bibliyografide 'The Compact Book Of The World Cup' (Hayden Media, 2010) ve ABD baskısı olarak 'World Cup Of Soccer' (Firefly Books, 2010) şeklinde listelenmektedir.",INTERPRETATION,,,
ragturk,"Smalling, Haziran 2008'de kaç £ karşılığında Fulham FC'a transfer oldu?",10 bin £,FACTUAL,,,
ragturk,"Christopher Lloyd ""Chris"" Smalling'in doğum tarihi ve profesyonel kariyerindeki ilk maçına çıktığı tarih dikkate alındığında, Maidstone United FC için oynadığı ilk profesyonel maçında yaklaşık olarak kaç yaşındaydı?","Chris Smalling, Maidstone United FC formasıyla ilk profesyonel maçına çıktığında yaklaşık 18 yaşındaydı.",INTERPRETATION,,,
ragturk,Belediye başkanı seçildikten sonra Nice'te PACS'ın uygulanmasına ne zaman onay vermiştir?,2008 yılında,FACTUAL,,,
ragturk,"Christian Estrosi'nin siyasi kariyeri boyunca, özellikle Nice belediye başkanı olduktan sonra, PACS ve eşcinsel evlilik gibi sosyal konulardaki tutumlarında nasıl bir değişim gözlemlenmiştir?","Christian Estrosi, 1998'de PACS'a sert bir şekilde karşı çıkmışken, 2008'de Nice belediye başkanı seçilmesinin ardından PACS'ın uygulanmasına onay vermiş, 2011'de LGBT merkezinin açılışını yapmış ve 1998 yılındaki tartışmaların büyük bir hata olduğunu dile getirmiştir. Eşcinsel evliliği serbest bırakan yasaya başlangıçta red oyu vermesine rağmen, yasanın yürürlüğe girmesiyle Nice'te uygulayacağını açıklamış ve 2014 yılında eşcinsel evliliğin bir ilerleme olduğunu, sağın iktidara gelmesi durumunda dahi yürürlükten kaldırılmaması gerektiğini belirtmiştir.",INTERPRETATION,,,
ragturk,Christian Poncelet ne zaman ve nerede doğmuştur?,"Christian Poncelet, 24 Mart 1928'de Ardennes'in küçük bir köyünde doğmuştur.",FACTUAL,,,
ragturk,"Christian Poncelet'nin işçi sınıfı geçmişi, Posta, Telgraf ve Telefon'daki (PTT) erken kariyerinden başlayarak Fransız siyasetindeki alışılmadık yükselişini nasıl şekillendirdi?","Christian Poncelet, temizlikçi bir anne ve tamirci bir babanın çocuğu olarak işçi sınıfı bir geçmişe sahipti. 1950'de PTT'ye katıldı ve 1953'te bir emeklilik reformuna karşı greve önderlik etti. Bu başlangıcın ardından, 1960'larda milletvekili seçilmekten, 1970'lerde Pierre Messmer, Jacques Chirac ve Raymond Barre hükûmetlerinde Devlet Sekreteri olarak görev yapmaya, 1998-2008 yılları arasında ise Senato Başkanlığına kadar uzanan çeşitli önemli siyasi görevlerde bulunarak alışılmadık bir kariyere sahip siyasi bir figür haline geldi.",INTERPRETATION,,,
ragturk,"Cole, ilk başrolünü hangi televizyon dizisinde almıştır?",Fantastik televizyon dizisi Hex.,FACTUAL,,,
ragturk,"Christina Cole'ın drama eğitimi ve kariyerinin ilk aşamaları, onu hangi önemli rollerle tanınan bir oyuncu haline getirmiştir?","Christina Cole, burslu olarak Oxford School of Drama'dan 2002 yılında mezun olmuştur. Henüz eğitimine devam ederken ""Sevgi Herşeydir"" filminin kadrosuna girmiş, ardından fantastik televizyon dizisi Hex'te Cassie Hughes karakteriyle ilk başrolünü üstlenmiştir. Bu süreç, onun daha sonra ""Zaman Tüneli: Morlock'ların Yükselişi"" filmindeki Angela ve ""Suits"" dizisindeki Dr. Paula Agard gibi rollerle geniş kitlelerce tanınmasına yol açmıştır.",INTERPRETATION,,,
ragturk,Christopher Reeve hangi film serisindeki rolüyle tanınır?,Superman film serileri,FACTUAL,,,
ragturk,"Christopher Reeve, ABD'deki kök hücre araştırmalarının ilerleme hızından neden hayal kırıklığına uğrayarak İsrail'e gitmiştir ve İsrail'in rehabilitasyon ve araştırma altyapısı hakkındaki genel görüşleri nelerdi?","Christopher Reeve, omurilik yaralanmaları olan ve insan embriyonik kök hücre araştırmaları için lobicilik yapmış, Christopher Reeve Vakfı ve Reeve-Irvine Araştırma Merkezi'ni kurarak kök hücre deneylerine destek vermiş ve milyonlarca dolar bağış toplamıştır. Ancak, ABD'de kök hücre araştırmalarının hızıyla devam eden hayal kırıklığı nedeniyle 2003 yılında omurilik yaralanması araştırmalarının merkezinde yer alan İsrail'i ziyaret etmiştir. Reeve, İsrail'in çok proaktif rehabilitasyon tesisleri, mükemmel tıp okulları, eğitim hastaneleri ve birinci sınıf bir araştırma altyapısına sahip olduğunu belirtmiş, bu deneyimi “bir ayrıcalık” olarak nitelendirmiştir.",INTERPRETATION,,,
ragturk,Chu Ci antolojisi kaç kısa ve kaç uzun şiirden oluşur?,"Antoloji, 58 kısa şiir ve 6 uzun şiirden oluşmaktadır.",FACTUAL,,,
ragturk,"Chu Ci'nin şiirsel formunun çeşitliliğine ve içerdiği farklı şiir türlerine dair açıklamalar, antolojinin içindekiler bölümünde listelenen eserlerin genel niteliklerini nasıl yansıtır?","Chu Ci, c0000 parçasında belirtildiği üzere, değişen uzunluklarda mısralar kullanarak ifadede serbestlik ve ritimde artış sağlayan yeni bir şiir formuna sahip, 58 kısa ve 6 uzun şiirden oluşan bir antolojidir. c0001 parçasında listelenen 'Sıkıntıyla Karşılaşınca', 'Dokuz Şarkı', 'Cennetsel Sorular', 'Uzak Yolculuk', 'Kehanet', 'Ruhun Çağrıları' ve 'Dokuz Ağıt' gibi çeşitli başlıklar, antolojinin geniş bir tematik ve yapısal yelpazeye sahip olduğunu göstermektedir. Bu, antolojinin farklı anlatısal, felsefi, duygusal veya ritüelistik şiirler içerdiğini, dolayısıyla c0000'de bahsedilen form serbestliği ve çeşitliliğini içerik açısından da desteklediğini yansıtır.",INTERPRETATION,,,
ragturk,No 309 dizisinde canlandırılan karakterin adı nedir?,Erol Sarıhan,FACTUAL,,,
ragturk,Mehmet Cihan Ercan'ın oyunculuk kariyeri nasıl gelişmiş ve hangi önemli yapımlarda rol alarak tanınmıştır?,"Mehmet Cihan Ercan, 2006 yılında Ankara Üniversitesi Dil ve Tarih Coğrafya Fakültesi Tiyatro Bölümü - Oyunculuk Ana Sanat Dalı'ndan mezun olduktan sonra Ankara'da tiyatro ve seslendirme çalışmaları yapmıştır. Leyla ile Mecnun dizisinde canlandırdığı Hidayet karakteri ile tanınmış, ardından Ben de Özledim, No 309 ve Erkenci Kuş gibi dizilerde; Deliha, Bana Masal Anlatma, Kara Bela ve Kaçma Birader gibi sinema filmlerinde rol almıştır.",INTERPRETATION,,,
ragturk,Karadeniz Sahil Yolu'nun neden olduğu tahribatlarla ilgili çekilen belgeselin adı nedir?,Son Kumsal.,FACTUAL,,,
ragturk,"Cihan Eren, Rize'nin Fındıklı ilçesinden geçmesi planlanan Karadeniz Sahil Yolu'na karşı çevreci mücadelesini hangi yöntemlerle sürdürmüştür?","Cihan Eren, Karadeniz Sahil Yolu'nun Rize'nin Fındıklı ilçesinde yer alan ve sit alanı olarak ilan edilmiş bulunan Aksu Mahallesi'nden geçmesine karşı 1998 yılında hukuk alanında mücadele başlatmış ve yöre halkının da desteğiyle çeşitli eylemler düzenlenmesine katkıda bulunmuştur.",INTERPRETATION,,,
ragturk,Cihat Baban Galatasaray Lisesi'nden hangi yıl mezun olmuştur?,1931 yılında,FACTUAL,,,
ragturk,"Cihat Baban, milletvekilliği ve bakanlık gibi önemli siyasi görevlerde bulunurken gazetecilik kariyerine nasıl devam etmiştir?","Cihat Baban, üniversite yıllarından itibaren gazetecilikle ilgilenmiş, Yeni Sabah ve Cumhuriyet gazetelerinde Yazı İşleri Müdürlüğü yapmış ve Tasvir gazetesinin başına geçmiştir. Milletvekilliği ve Basın, Yayın ve Turizm Bakanlığı ile Kültür Bakanlığı gibi siyasi faaliyetleri arasında dahi kalemini elinden bırakmamış, Ankara'da Yeni Gün ve Ulus gazetelerinde başyazarlık görevini sürdürmüştür.",INTERPRETATION,,,
ragturk,MÖ 294 yılında Makedonya Kralı V. Alexander kim tarafından öldürüldü?,I. Demetrius Poliorcetes,FACTUAL,,,
ragturk,"MÖ 2000-1000 ve MÖ 900-500 dönemlerinde meydana gelen kral ölümlerinin detayları, kralların öldürülme sebepleri hakkında belirtilen genel açıklamalarla ne ölçüde örtüşmektedir?","Genel açıklamalar kralların genellikle tahta geçmek isteyen hanedan üyeleri veya savaş/esaret gibi sebeplerle öldürüldüğünü belirtirken, MÖ 2000-1000 ve MÖ 900-500 dönemlerindeki vakalar özellikle iç iktidar mücadeleleri ve suikastlarla örtüşmektedir. Bu dönemlerdeki birçok örnekte krallar, generaller, komutanlar, hizmetkarlar veya hanedan üyeleri gibi çeşitli iç figürler tarafından öldürülmüştür. Bu durum, genel açıklamada bahsedilen tahtı ele geçirme güdüsünün farklı kişiler tarafından da gerçekleştirilebildiğini göstermekte; ancak savaş esnasında veya esir düşüldükten sonra öldürülme durumlarına dair doğrudan çok fazla detay verilmemiştir.",INTERPRETATION,,,
ragturk,"Cinerama sistemi, görüntüleri içbükey bir perdeye yansıtmak için kaç adet senkronize projektör kullanır?",Üç adet senkronize 35 mm projektör.,FACTUAL,,,
ragturk,"Cinerama'nın teknik uygulaması, başlangıcından sonra zaman içinde nasıl bir evrim geçirmiştir?","Başlangıçta Cinerama, görüntülerin içbükey bir perdeye yansıtılması için üç senkronize 35 mm projektör kullanırken, çekimler tek bir obtüratör kullanan senkronize üç kamerayla yapılıyordu. Ancak 1962'den sonra bu üç kameralı sistem, tek bir kamera ile çekim ve sıkıştırma işlemine dayanan 65 mm sistemi lehine terk edilmiştir. Ayrıca, olay örgüsüne sahip filmlerin standart piyasa sürümleriyle uyumlu olabilmesi için, geleneksel Cinerama'nın saniyede 26 kare hızı yerine saniyede 24 kare hızıyla çekilmesi gibi adaptasyonlar yapılmıştır.",INTERPRETATION,,,
ragturk,"Sebring-Vanguard adlı şirket, ilk elektrikli aracı olan Vanguard Coupe'yi hangi yıl üretti?",1974,FACTUAL,,,
ragturk,"1970'lerdeki yakıt krizine yanıt olarak geliştirilen CitiCar, Kuzey Amerika'da monte edilen elektrikli otomobiller arasında nasıl bir üretim başarısı elde etmiştir?","1970'lerdeki yakıt krizine kısmen bir yanıt olarak geliştirilen CitiCar, 1979 yılına kadar toplam 4.444 adet üretilerek, o tarihe kadar Kuzey Amerika'da monte edilen bir elektrikli otomobil için en fazla üretim sayısı rekorunu elde etmiştir.",INTERPRETATION,,,
ragturk,Clément Beaune ne zaman ve nerede doğmuştur?,14 Ağustos 1981'de Paris'te doğmuştur.,FACTUAL,,,
ragturk,"Clément Beaune'un ilk siyasi eğilimleri, kariyeri boyunca farklı hükümetlerde üstlendiği görevlere nasıl yansımıştır?","Clément Beaune, kariyerinin başında kendisini ""Delorscu"" olarak tanımlamış, 2002'de Lionel Jospin'e oy vermiş ve kısa bir süre Sosyalist Parti üyesi olmuş, ayrıca 2012'de François Hollande'ın kampanyasında yer almıştır. Daha sonra Jean-Marc Ayrault döneminde bütçe danışmanı olarak görev yapmış, Emmanuel Macron'un Ekonomi Bakanlığı ve Cumhurbaşkanlığı dönemlerinde Avrupa işleri danışmanı olarak çalışmış ve Macron'u destekleyen çoğunluğun sol kanadında yer alan İlerleme Mekanları (TdP) partisine dahil olmuştur. Bu durum, Avrupa odaklı, sol eğilimli siyasi duruşunu korurken, farklı merkezdeki hükümetlerde önemli pozisyonlar üstlenerek siyasi adaptasyon gösterdiğini ortaya koymaktadır.",INTERPRETATION,,,
ragturk,Doctor Who dizisinde kurgusal karakter Clara Oswald'ı kim canlandırmıştır?,Jenna-Louise Coleman,FACTUAL,,,
ragturk,"Clara Oswald'ın çocukluk hayalleri, Doktor'un yol arkadaşı olarak yaşadığı deneyimlerle nasıl bir ilişki içindeydi ve Doktor'la tanışması hayatındaki yolculuğunu nasıl etkiledi?","Clara'nın çocukluk hayali, ""Görülmesi Gereken 101 Yer"" adlı kitabındaki yerleri ziyaret etmekti. Doktor'un On birinci ve On ikinci yüzlerinin yol arkadaşı olarak birden fazla sezonda (7, 8 ve 9. sezonlar) yaptığı yolculuklar sayesinde hayallerinin çok daha fazlasını gerçekleştirdi ve Doktor ile tanıştığı günü hayatının en iyi günü olarak nitelendirdi.",INTERPRETATION,,,
ragturk,Roth'un 2010'daki İran gezisi kimler tarafından ağır bir şekilde eleştirildi?,Uluslararası insan hakları örgütleri.,FACTUAL,,,
ragturk,"Claudia Roth'un Almanya'daki üst düzey siyasi pozisyonları göz önüne alındığında, İran İslam Cumhuriyeti ile ilişkileri nedeniyle ne tür eleştirilerle karşılaştı?","Claudia Roth, Alman parlamentosu milletvekili, parti eşbaşkanı ve Almanya Federal Meclisi'nde meclis başkanvekili olarak görev yapmasına rağmen, İran İslam Cumhuriyeti ile olan olumlu ilişkileri nedeniyle eleştirildi. Özellikle, 2010 yılında İran'a yaptığı ve insan hakları örgütleri tarafından kınanan bir ziyaret ve Ali Laricani gibi yetkililerle görüşmeleri, ayrıca 2013'te Kürtlerin öldürülmesinden sorumlu tutulan İran'ın Almanya büyükelçisi Alireza Sheikhattar'ı sıcak bir şekilde selamlaması ve 2015'te Tahran'a yaptığı beş günlük ziyarette İranlı yetkililerle görüşmeler bu eleştirilerin başlıca nedenleri arasındaydı.",INTERPRETATION,,,
ragturk,"Intel, Clear Linux OS'e olan desteğin kesildiğini ne zaman duyurdu?",18 Temmuz 2025 tarihinde.,FACTUAL,,,
ragturk,"Clear Linux OS'in genel amaçlı bir dağıtım olmaktan ziyade bulut bilişim ve kapsayıcı ortamları için özel olarak nasıl konumlandırıldığını, hem tasarım felsefesine hem de tarihsel gelişimine dayanarak açıklayınız.","Clear Linux OS, genel amaçlı bir dağıtım olarak tasarlanmamış olup, bunun yerine performans ve güvenlik odaklı, Intel mikroişlemcileri için optimize edilmiş ve özellikle DevOps, yapay zeka uygulama geliştirme, bulut bilişim ve kapsayıcılar gibi alanlardaki BT uzmanları için hedeflenmişti. Tarihsel olarak, 2015'te tanıtıldığında başlangıçta bulut kullanımıyla sınırlıydı ve kapsayıcı güvenliğini ele almak üzere Clear Containers projesini başlattı. Ayrıca, Microsoft Azure ve Amazon Web Services gibi büyük bulut platformlarının pazar yerleri aracılığıyla edinilebilir olması da bu özel konumlandırmayı pekiştirmekteydi.",INTERPRETATION,,,
ragturk,Josh Singleton'ın en iyi arkadaşı kimdir?,Alex Dorpenberger.,FACTUAL,,,
ragturk,Close Enough dizisinin yaratıcısı J. G. Quintel'ın kendi hayatından ana karakterlerin esinlenmesi ile dizinin temel konusu arasındaki bağlantı nedir?,"Dizinin yaratıcısı J. G. Quintel'dan esinlenilen Joshua ""Josh"" Singleton karakteri ve eşi Cassia'dan esinlenilen Emily Ramirez karakteri, dizinin 5 yaşındaki kızlarına sahip bir çift olarak Los Angeles'taki gündelik yaşamlarını ve onlarla yaşayan boşanmış arkadaşlarının başından geçen olayları anlatan temel konusunu oluşturmaktadır.",INTERPRETATION,,,
ragturk,"Cloud9, hangi major turnuvasını kazanarak ilk Kuzey Amerika takımı olmuştur?",ELEAGUE Major: Boston 2018,FACTUAL,,,
ragturk,"Jack Etienne'in erken dönemdeki espor takımı edinimleri, Cloud9 organizasyonunun kuruluşuna ve Counter-Strike: Global Offensive sahnesindeki ilk büyük başarısına nasıl bir zemin hazırladı?","Jack Etienne, 2012 yılında Quantum Gaming'in League of Legends oyuncularını satın alarak espor dünyasına adım attı. Bu takımın yeniden yapılanmasının ardından, Etienne 2013 yılında Cloud9 espor organizasyonunu kurdu. Cloud9 çatısı altında, Counter-Strike: Global Offensive takımı 2018 yılında ELEAGUE Major: Boston 2018'i kazanarak Kuzey Amerika'dan major kazanan ilk ekip oldu.",INTERPRETATION,,,
ragturk,Firth of Clyde bölgesi hangi iklim tipine sahiptir?,"Bölge ılıman, nemli bir okyanus iklimine sahiptir.",FACTUAL,,,
ragturk,"Clyde Körfezi Adaları'nın bir parçası olan Arran ve Bute'nin jeolojik yapısı ve iklim özellikleri, bu ada grubunun genel coğrafi karakterini nasıl şekillendirmektedir?","Clyde Körfezi Adaları'nın en kalabalık adalarından ikisi olan Arran ve Bute, bölgenin genel coğrafi karakterini derinden etkilemektedir. Bute'yi geçip Arran'ın kuzey kesiminden geçen Yayla Sınır Fayı nedeniyle, bu adaların jeolojik yapısı çeşitlidir; bir kısmı yaylalarda, bir kısmı ise Orta Ovalarda yer alır ve Arran bu özelliğiyle 'minyatür İskoçya' olarak anılır. Ayrıca, Firth of Clyde bölgesinin Gulf Stream'in kuzey uzantısı olan North Atlantic Drift etkisiyle ılıman, nemli bir okyanus iklimine sahip olması, kışları yumuşatır ve bölgeye bol yağış getirir. Özellikle Arran'ın kuzeyindeki ve dağlık kesimlerindeki yüksek yağış miktarları (sırasıyla 1.900 mm ve 2.550 mm üzeri), bu adaların genel coğrafi çeşitliliğini ve doğal zenginliğini pekiştirir.",INTERPRETATION,,,
ragturk,Coğrafi keşifler döneminin başlatılmasındaki temel amaç neydi?,Asya'daki baharat ve değerli maden zenginliğine ulaşacak alternatif ticaret yollarının bulunması.,FACTUAL,,,
ragturk,"Coğrafi Keşifler Çağı'nın başlangıcındaki temel motivasyonlar nelerdi ve Portekiz ile İspanya'nın öncülük ettiği bu keşifler, Asya'ya alternatif ticaret yolları bulmanın ötesinde Avrupa ve dünya için hangi geniş kapsamlı ve uzun süreli sonuçları doğurdu?","Coğrafi Keşifler Çağı'nın temel motivasyonları, Asya'daki baharat ve değerli maden zenginliklerine ulaşmak için alternatif ticaret yolları bulma arayışıydı. Bu arayış, Osmanlı İmparatorluğu'nun Avrupa ile Asya arasındaki en büyük kara ticaret ağı olan İpek Yolu'nu vergilendirmesi ve ürün denetlemesi nedeniyle ortaya çıkan rahatsızlıklardan beslendi. Portekizli ve İspanyol kaptanların öncülük ettiği bu keşifler, sadece alternatif yollar bulmakla kalmadı, aynı zamanda yeni kıtaların, okyanusların ve denizaşırı toprakların keşfedilmesine yol açtı. Bu dönem Avrupa kültürünün hızla yayılmasına, Avrupa'nın zenginleşmesine, küreselleşmenin ilk tohumlarının atılmasına, sömürgeciliğin ve merkantilizmin Avrupa'daki ulusal politik sistem olarak benimsenmesine neden oldu. Ayrıca, Atlantik, Hint ve Büyük Okyanus ile onlarca denizaşırı toprağın keşfi, 19. yüzyılın dördüncü çeyreğine kadar devam eden Amerika, Afrika, Asya ve Okyanusya deniz seferlerine ve 20. yüzyılın ilk yarısında kutup bölgelerinin araştırma hedefi olmasına zemin hazırladı.",INTERPRETATION,,,
ragturk,Koksidiyoidomikozun kuluçka süresi ne kadardır?,Koksidiyoidomikozun kuluçka süresi 7 ila 21 gün arasında değişmektedir.,FACTUAL,,,
